transaction_id,amount,currency,customer_id,created_at,status,stripe_transaction_id,fee,net_amount,settled_at
TXN-37787D41,3052.06,USD,CUST-4404,2024-11-16 06:16:00,settled,STR-TXN-37787D41,88.81,2963.25,2024-11-18 06:16:00
TXN-384C23D4,793.71,USD,CUST-2229,2024-03-21 00:26:00,refunded,STR-TXN-384C23D4,23.32,770.39,2024-03-23 00:26:00
TXN-0072E3C0,3449.96,EUR,CUST-5771,2024-01-17 07:18:00,settled,STR-TXN-0072E3C0,100.35,3349.61,2024-01-19 07:18:00
TXN-E82B3F40,3517.91,EUR,CUST-2166,2024-12-17 07:59:00,settled,STR-TXN-E82B3F40,102.32,3415.59,2024-12-19 07:59:00
TXN-32330FBE,3941.26,GBP,CUST-4241,2024-08-05 03:34:00,settled,STR-TXN-32330FBE,114.6,3826.66,2024-08-07 03:34:00
TXN-1FC856AA,3241.7,USD,CUST-3330,2024-02-06 01:10:00,settled,STR-TXN-1FC856AA,94.31,3147.39,2024-02-08 01:10:00
TXN-DAA6ADAC,2979.27,GBP,CUST-5728,2024-08-12 03:29:00,settled,STR-TXN-DAA6ADAC,86.7,2892.57,2024-08-14 03:29:00
TXN-BD696252,3501.67,USD,CUST-9199,2024-10-03 15:28:00,settled,STR-TXN-BD696252,101.85,3399.82,2024-10-05 15:28:00
TXN-595FDF86,2994.2,EUR,CUST-6280,2024-11-05 08:01:00,settled,STR-TXN-595FDF86,87.13,2907.07,2024-11-07 08:01:00
TXN-D8A26980,1152.33,GBP,CUST-1339,2024-12-10 08:36:00,settled,STR-TXN-D8A26980,33.72,1118.61,2024-12-12 08:36:00
TXN-3660322B,3817.91,USD,CUST-8708,2024-09-22 20:28:00,settled,STR-TXN-3660322B,111.02,3706.89,2024-09-24 20:28:00
TXN-51890AE9,915.63,GBP,CUST-8141,2024-11-21 15:05:00,refunded,STR-TXN-51890AE9,26.85,888.78,2024-11-23 15:05:00
TXN-26CA7E96,1746.33,USD,CUST-6260,2024-12-09 03:54:00,settled,STR-TXN-26CA7E96,50.94,1695.39,2024-12-11 03:54:00
TXN-E080AD21,1655.72,EUR,CUST-5722,2024-12-05 12:52:00,failed,STR-TXN-E080AD21,48.32,1607.4,2024-12-07 12:52:00
TXN-B6A8E834,193.12,USD,CUST-6153,2024-05-09 10:07:00,refunded,STR-TXN-B6A8E834,5.9,187.22,2024-05-11 10:07:00
TXN-3BA222D3,4325.9,USD,CUST-9889,2024-08-24 13:03:00,settled,STR-TXN-3BA222D3,125.75,4200.15,2024-08-26 13:03:00
TXN-7B572CB7,2597.01,GBP,CUST-9167,2024-11-16 14:48:00,settled,STR-TXN-7B572CB7,75.61,2521.4,2024-11-18 14:48:00
TXN-5A94C804,1025.76,GBP,CUST-3146,2024-05-27 14:56:00,refunded,STR-TXN-5A94C804,30.05,995.71,2024-05-29 14:56:00
TXN-4E38056B,615.92,GBP,CUST-4920,2024-12-29 05:19:00,failed,STR-TXN-4E38056B,18.16,597.76,2024-12-31 05:19:00
TXN-B7DC5F28,78.24,EUR,CUST-2527,2024-04-25 03:29:00,settled,STR-TXN-B7DC5F28,2.57,75.67,2024-04-27 03:29:00
TXN-DF5F243E,3242.07,USD,CUST-9165,2024-05-29 16:45:00,settled,STR-TXN-DF5F243E,94.32,3147.75,2024-05-31 16:45:00
TXN-6ECC67BC,2083.3,EUR,CUST-8736,2024-05-04 14:35:00,settled,STR-TXN-6ECC67BC,60.72,2022.58,2024-05-06 14:35:00
TXN-36A9BB35,1924.09,GBP,CUST-9327,2024-03-10 02:17:00,refunded,STR-TXN-36A9BB35,56.1,1867.99,2024-03-12 02:17:00
TXN-F5E102E8,1705.98,GBP,CUST-5377,2024-01-02 09:46:00,settled,STR-TXN-F5E102E8,49.77,1656.21,2024-01-04 09:46:00
TXN-91CDC4DF,4189.0,GBP,CUST-9022,2024-03-17 14:34:00,refunded,STR-TXN-91CDC4DF,121.78,4067.22,2024-03-19 14:34:00
TXN-504F04D7,1732.17,GBP,CUST-9903,2024-07-12 14:59:00,settled,STR-TXN-504F04D7,50.53,1681.64,2024-07-14 14:59:00
TXN-49B94B6F,4349.31,USD,CUST-7274,2024-04-29 13:02:00,settled,STR-TXN-49B94B6F,126.43,4222.88,2024-05-01 13:02:00
TXN-B2EC1B82,3726.08,EUR,CUST-7325,2024-12-05 20:09:00,refunded,STR-TXN-B2EC1B82,108.36,3617.72,2024-12-07 20:09:00
TXN-256AE401,4824.47,USD,CUST-9229,2024-10-29 10:55:00,settled,STR-TXN-256AE401,140.21,4684.26,2024-10-31 10:55:00
TXN-BA20BC5B,4372.21,EUR,CUST-2633,2024-09-26 14:00:00,settled,STR-TXN-BA20BC5B,127.09,4245.12,2024-09-28 14:00:00
TXN-96A5AB5D,2055.79,USD,CUST-2225,2024-08-28 08:21:00,failed,STR-TXN-96A5AB5D,59.92,1995.87,2024-08-30 08:21:00
TXN-C74FA114,3466.6,USD,CUST-6383,2024-12-11 17:24:00,settled,STR-TXN-C74FA114,100.83,3365.77,2024-12-13 17:24:00
TXN-C986597F,3137.73,EUR,CUST-9864,2024-01-19 19:04:00,settled,STR-TXN-C986597F,91.29,3046.44,2024-01-21 19:04:00
TXN-2B6ADABA,3159.49,USD,CUST-4727,2024-02-16 13:06:00,settled,STR-TXN-2B6ADABA,91.93,3067.56,2024-02-18 13:06:00
TXN-78B661C7,2223.96,USD,CUST-1474,2024-01-24 10:50:00,settled,STR-TXN-78B661C7,64.79,2159.17,2024-01-26 10:50:00
TXN-4FEB5E19,1473.91,USD,CUST-8056,2024-03-15 07:33:00,refunded,STR-TXN-4FEB5E19,43.04,1430.87,2024-03-17 07:33:00
TXN-9C0CA76D,2833.98,USD,CUST-3785,2024-03-30 02:39:00,refunded,STR-TXN-9C0CA76D,82.49,2751.49,2024-04-01 02:39:00
TXN-176857BD,3102.35,USD,CUST-9153,2024-10-25 04:14:00,refunded,STR-TXN-176857BD,90.27,3012.08,2024-10-27 04:14:00
TXN-D7F9C915,3193.14,EUR,CUST-5183,2024-12-07 00:57:00,refunded,STR-TXN-D7F9C915,92.9,3100.24,2024-12-09 00:57:00
TXN-BD28D2F0,4507.04,GBP,CUST-3588,2024-02-07 14:22:00,failed,STR-TXN-BD28D2F0,131.0,4376.04,2024-02-09 14:22:00
TXN-0CE6DB68,1502.78,EUR,CUST-5097,2024-08-21 09:12:00,refunded,STR-TXN-0CE6DB68,43.88,1458.9,2024-08-23 09:12:00
TXN-F49C98B5,4268.14,USD,CUST-4886,2024-07-14 18:22:00,failed,STR-TXN-F49C98B5,124.08,4144.06,2024-07-16 18:22:00
TXN-C829B89C,1486.4,USD,CUST-1359,2024-12-03 12:17:00,settled,STR-TXN-C829B89C,43.41,1442.99,2024-12-05 12:17:00
TXN-20F40972,2833.99,USD,CUST-9138,2024-05-26 07:38:00,settled,STR-TXN-20F40972,82.49,2751.5,2024-05-28 07:38:00
TXN-A7C3C95E,1102.83,USD,CUST-5106,2024-12-13 23:49:00,settled,STR-TXN-A7C3C95E,32.28,1070.55,2024-12-15 23:49:00
TXN-6F1BA27B,3144.96,USD,CUST-6061,2024-08-13 01:37:00,settled,STR-TXN-6F1BA27B,91.5,3053.46,2024-08-15 01:37:00
TXN-6BFA9149,3664.48,USD,CUST-5835,2024-06-16 23:26:00,settled,STR-TXN-6BFA9149,106.57,3557.91,2024-06-18 23:26:00
TXN-888EFCB7,1011.97,GBP,CUST-6994,2024-09-28 16:58:00,settled,STR-TXN-888EFCB7,29.65,982.32,2024-09-30 16:58:00
TXN-EAD86622,4154.06,USD,CUST-8894,2024-05-31 23:55:00,settled,STR-TXN-EAD86622,120.77,4033.29,2024-06-02 23:55:00
TXN-9C1747FA,4023.12,EUR,CUST-2233,2024-03-13 07:55:00,refunded,STR-TXN-9C1747FA,116.97,3906.15,2024-03-15 07:55:00
TXN-ACA815A9,4836.68,GBP,CUST-6992,2024-02-16 12:00:00,settled,STR-TXN-ACA815A9,140.56,4696.12,2024-02-18 12:00:00
